TESTIMONIAL_ID,SENTENCE_ID,SENTENCE,POS_SENTIMENT
542351,1,Love all the pockets great for organizing and its just the right size for my everyday use as well as for travel,1
612609,0,It's too bulky in my And cup holder,0
633278,1,The bag is extremely well made sturdy and rugged,1
692012,3,It is so much easier to pack,1
738003,0,It has lots of pockets for storage a main compartment that holds a lot and a padded shoulder strap that really does help cushion the weight if you pack it to the hilt,1
758048,1,The main zipper is fine,0
794361,0,The backpack straps are very comfortable and the weight of the bag is well distributed,1
946318,6,The bag is also lightweight and can be used either as a purse or as a carry on luggage,1
957633,2,The bag fell too low on my body,0
1035078,1,Very happy with this wallet,1
1020916,1,This item is definitely good value for your money,1
1050399,0,Love the bag just the right size,1
1107966,1,Very roomy and makes it easy to travel,1
1056411,2,This one is a bit easier to handle too,1
1132817,6,I am beyond happy that I can fit both my 15 inch laptop in the sleeve and the 17 inch laptop in the compartment,1
1150277,2,The bag itself is really very nicely made with heavy duty zippers lined with inside pockets for credit cards drivers license and a small zipper pocket,1
1212976,4,I love the separate opening for cash and the removable checkbook,1
1298151,1,Great professional looking comfortable alternative to an uncomfortable shoulder bag to carry my laptop in,1
1317235,2,Strap is wonderfuljust the right length and can easily be adjusted,1
1388847,2,The lime green lining makes it easy to find things,1
1394820,1,This is an excellent bag,1
1372197,1,It makes travel much easier,1
1358216,0,The right number of compartments and the outside pockets are great one fits my smart phone the other a shopping bag in a pouch,1
1401458,1,On the plus side its cute and fits all my things,1
1412308,1,The leather is nice and soft and even fully packed for travel rides well on my back,1
1420993,3,This wallet has lots of organization but the quality of the leather and dull red color ruled it out for me,1
1474114,1,This bag is not the right size or shape for me but it is wellmade,0
1494890,0,The bag seems to be well made and sturdy,1
1494890,1,It doesnt have a key fob as the description says nor a zippered mesh pocket,0
1475156,0,Perfect for storing and transporting daily use electronics and correlated stuff,1
1565326,5,Great versatility and solid protection for carryon size,1
1560091,2,Also comes with a padded laptop insert,0
1580439,3,The spinner wheels make maneuvering such a large bag super easy,1
1604086,3,The internal features are good except for unnecessarily vicious velcro with lots of small net pockets in the first compartment to keep leads data storage plugs and the like easily accessible,0
1599741,1,The perfect wallet,1
1604830,4,The kit will hold a surprisingly large amount of stuff,1
1578816,3,It comes with empty plastic containers for a reasonregular containers couldnt fit,1
1554532,1,It is a great bag,1
1633382,0,its not easy to clean and the front pocket wore through,0
1664225,2,For its size I am able to fit all of my large purse accessories easily,1
1679540,0,Its a nice wallet with great appearance and organization,1
1684777,0,Can hold all of you daily essentials easily and feels comfortable wearing it tooJust the right size,1
1735047,0,Very soft looks beautiful Lots of compartments,1
1690947,3,you can also stash 2 sippy cups one on top of another in the compartment,1
1699890,2,The zippers and handles remained fully intact after our 10 days of abuse,1
1731910,3,Purchased two colors for easy identification,0
1731910,8,Its adorable and extremely convenient especially when you need to fit it into a clutch or a pocket,1
1688921,0,For daily use it simply is too large,0
1720550,1,Very large compartment for my 3 three ring binder full of presentation materials plus laptop and still room for other miscellaneous folders,1
1804027,9,great key fobnice stylish and functional,1
1747007,0,Finally a backpack I enjoy using plenty of pockets and ample space,1
1766452,0,Excellent quality bag,1
1786986,1,The backpack straps have three holes for lengthoptions and are padded in a nonobvious way so it still looks vintage and genuine,1
1797191,1,There are 4 leather penholders in the front pocket and one discreet pocket in the main compartment,0
1783752,3,This item fits nicely in my pocketbook and allows me to organize my billscoinscards in a usable manner,1
1815334,2,I can fit a large water bottle doggies type sunscreen bags for picking up waste car keys and Iphone,0
1815041,2,Feels high quality not dainty,1
1454368,0,This Rome carryon is 45 linear inches 45 linear inches was the maximum measurement for my airlines,0
1358662,0,I purchased this back pack for traveling,0
1698929,2,The only other change I would make is to have the credit card slots vertical instead of horizontal,0
729569,0,I needed something to organize extra clothing and diapers for the trunk,0
1730156,0,The soft gel handle makes holding the umbrella easy and comfortable,1
1290731,2,This is the exact laptop backpack I wanted,1
1500961,3,Enough room for laptop files and a few small extras,1
667142,3,great bag packs well light weight,1
1492416,3,A small zip pocket inside for keys etc,0
1694617,0,It is light weight and easy to clean,1
1492070,2,When you need an item just grab the appropriate bag and there is no need to unpack your entire suitcase,0
1791334,4,Great organization with the many pockets,1
1622072,3,Solid backpack with custom lumbar support makes the backpack versatile for all sizes,1
920023,1,Rolled easily through airports and contained sufficient capacity with plenty of room and compartments to keep things organized,1
1701068,11,The tote is notably taller than other totes of this length and has more than double the capacity I especially like that both an iPad in its case and noisesilencing headphones in their case can be packed vertically for easy removal there is also a clip for house andor car keys inside the front pocket plus holders for a smartphone pens coins and a wallet,1
1428364,3,The set is a good value especially for hardside luggage,1
715452,0,Great price and efficient service,1
1563110,4,great bag like it slot,1
